d3mIndex,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
3617,238.0,5.0,1.0,5.0,799.0,5489.42,0.04,28.11,195.27,154319.96,1.83,8573.33,134.0,61.0,38.0,0.0,19.0,98.0,509.0,290.0,9.0,
3618,55.0,3.0,1.0,3.0,215.0,1237.3,0.06,18.15,68.18,22455.34,0.41,1247.52,40.0,1.0,11.0,0.0,17.0,37.0,136.0,79.0,5.0,
3619,31.0,1.0,1.0,1.0,111.0,590.73,0.1,9.64,61.26,5696.36,0.2,316.46,19.0,2.0,7.0,0.0,12.0,28.0,66.0,45.0,1.0,False
3620,300.0,8.0,1.0,8.0,822.0,5885.41,0.03,28.91,203.58,170141.98,1.96,9452.33,170.0,82.0,43.0,0.0,22.0,121.0,504.0,318.0,15.0,
3621,135.0,4.0,3.0,4.0,505.0,3417.93,0.04,23.26,146.95,79495.75,1.14,4416.43,96.0,12.0,24.0,0.0,20.0,89.0,298.0,207.0,7.0,
3622,207.0,11.0,1.0,4.0,413.0,2806.09,0.03,31.48,89.13,88339.99,0.94,4907.78,102.0,56.0,46.0,0.0,30.0,81.0,243.0,170.0,19.0,
3623,104.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,
3624,120.0,5.0,1.0,4.0,745.0,4905.8,0.03,31.45,156.0,154274.41,1.64,8570.8,77.0,16.0,23.0,0.0,20.0,76.0,506.0,239.0,9.0,
3625,32.0,1.0,1.0,1.0,108.0,549.45,0.09,11.0,49.95,6043.91,0.18,335.77,19.0,1.0,9.0,0.0,11.0,23.0,62.0,46.0,1.0,
3626,39.0,1.0,1.0,1.0,154.0,873.55,0.09,11.35,76.96,9916.01,0.29,550.89,25.0,1.0,10.0,0.0,14.0,37.0,94.0,60.0,1.0,False
3628,87.0,4.0,1.0,2.0,406.0,2496.8,0.04,27.06,92.27,67560.4,0.83,3753.36,45.0,20.0,18.0,0.0,20.0,51.0,268.0,138.0,7.0,
3629,90.0,4.0,1.0,2.0,435.0,2692.57,0.04,27.55,97.74,74172.78,0.9,4120.71,46.0,22.0,18.0,0.0,20.0,53.0,289.0,146.0,7.0,False
3631,352.0,8.0,1.0,8.0,1063.0,7802.26,0.03,33.18,235.18,258849.82,2.6,14380.55,205.0,93.0,50.0,0.0,23.0,139.0,662.0,401.0,15.0,
3632,222.0,6.0,3.0,4.0,718.0,4830.65,0.03,36.93,130.81,178388.89,1.61,9910.49,123.0,60.0,36.0,0.0,22.0,84.0,436.0,282.0,11.0,
3633,89.0,1.0,1.0,1.0,405.0,2660.79,0.06,15.59,170.62,41494.88,0.89,2305.27,59.0,2.0,18.0,6.0,16.0,79.0,251.0,154.0,1.0,
3635,68.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,
3636,56.0,3.0,1.0,1.0,421.0,2506.72,0.04,24.56,102.08,61553.82,0.84,3419.66,36.0,1.0,15.0,0.0,17.0,45.0,291.0,130.0,5.0,
3638,5.0,1.0,1.0,1.0,29.0,103.96,0.29,3.5,29.7,363.87,0.03,20.22,3.0,0.0,0.0,0.0,4.0,8.0,15.0,14.0,1.0,
3639,86.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,
3640,84.0,4.0,1.0,4.0,272.0,1683.63,0.06,17.51,96.16,29478.87,0.56,1637.72,51.0,16.0,13.0,0.0,18.0,55.0,165.0,107.0,7.0,
3641,77.0,2.0,1.0,2.0,243.0,1494.39,0.07,13.82,108.15,20649.73,0.5,1147.21,45.0,14.0,14.0,0.0,16.0,55.0,148.0,95.0,3.0,False
3642,42.0,1.0,1.0,1.0,170.0,959.46,0.09,11.24,85.34,10787.39,0.32,599.3,30.0,0.0,9.0,0.0,13.0,37.0,106.0,64.0,1.0,
3643,40.0,1.0,1.0,1.0,120.0,647.08,0.09,10.76,60.15,6961.67,0.22,386.76,23.0,5.0,9.0,0.0,13.0,29.0,72.0,48.0,1.0,
3645,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
3649,19.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,
3650,13.0,2.0,1.0,2.0,39.0,171.3,0.12,8.25,20.76,1413.23,0.06,78.51,8.0,0.0,3.0,0.0,11.0,10.0,24.0,15.0,3.0,False
3651,11.0,1.0,1.0,1.0,45.0,191.16,0.13,7.78,24.58,1486.77,0.06,82.6,7.0,0.0,2.0,0.0,10.0,9.0,31.0,14.0,1.0,False
3652,16.0,2.0,1.0,2.0,31.0,111.13,0.17,6.0,18.52,666.8,0.04,37.04,12.0,0.0,2.0,0.0,6.0,6.0,19.0,12.0,3.0,
3653,96.0,10.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,False
3655,12.0,2.0,1.0,2.0,40.0,169.92,0.18,5.54,30.68,941.08,0.06,52.28,8.0,0.0,1.0,0.0,6.0,13.0,16.0,24.0,3.0,
3656,6.0,1.0,1.0,1.0,23.0,79.57,0.32,3.14,25.32,250.07,0.03,13.89,3.0,0.0,0.0,0.0,4.0,7.0,12.0,11.0,1.0,
3657,16.0,1.0,1.0,1.0,29.0,118.54,0.24,4.09,28.98,484.92,0.04,26.94,9.0,0.0,3.0,2.0,6.0,11.0,14.0,15.0,1.0,
3658,15.0,1.0,1.0,1.0,56.0,237.88,0.09,10.55,22.56,2508.59,0.08,139.37,5.0,0.0,4.0,4.0,8.0,11.0,27.0,29.0,1.0,False
3659,65.0,5.0,3.0,4.0,263.0,1476.67,0.03,30.02,49.2,44323.13,0.49,2462.4,37.0,18.0,7.0,0.0,17.0,32.0,150.0,113.0,9.0,
3660,20.0,1.0,1.0,1.0,56.0,266.27,0.13,7.91,33.68,2105.23,0.09,116.96,13.0,0.0,4.0,0.0,11.0,16.0,33.0,23.0,1.0,
3662,79.0,6.0,1.0,3.0,226.0,1268.92,0.03,31.06,40.85,39418.52,0.42,2189.92,49.0,7.0,9.0,5.0,18.0,31.0,119.0,107.0,11.0,
3663,23.0,2.0,1.0,2.0,63.0,280.94,0.1,9.69,28.99,2723.0,0.09,151.28,16.0,0.0,4.0,0.0,9.0,13.0,35.0,28.0,3.0,False
3664,19.0,2.0,1.0,2.0,88.0,398.07,0.04,24.05,16.55,9573.67,0.13,531.87,13.0,0.0,2.0,0.0,13.0,10.0,51.0,37.0,3.0,
3665,19.0,2.0,1.0,2.0,49.0,224.66,0.1,10.5,21.4,2358.96,0.07,131.05,14.0,0.0,2.0,0.0,12.0,12.0,28.0,21.0,3.0,
3667,43.0,1.0,1.0,1.0,370.0,1739.16,0.02,41.33,42.08,71885.39,0.58,3993.63,30.0,0.0,11.0,0.0,8.0,18.0,184.0,186.0,1.0,
3668,26.0,3.0,1.0,3.0,88.0,454.95,0.09,11.45,39.72,5211.28,0.15,289.52,18.0,0.0,5.0,0.0,14.0,22.0,52.0,36.0,5.0,
3669,23.0,1.0,1.0,1.0,103.0,548.16,0.13,7.55,72.62,4137.71,0.18,229.87,16.0,0.0,3.0,0.0,9.0,31.0,51.0,52.0,1.0,False
3670,29.0,3.0,1.0,2.0,83.0,435.58,0.06,16.2,26.89,7056.36,0.15,392.02,21.0,0.0,6.0,0.0,18.0,20.0,47.0,36.0,5.0,
3671,7.0,1.0,1.0,1.0,23.0,89.86,0.3,3.33,26.96,299.53,0.03,16.64,4.0,0.0,1.0,0.0,6.0,9.0,13.0,10.0,1.0,
3672,84.0,9.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,
3673,6.0,1.0,1.0,1.0,7.0,18.09,0.67,1.5,12.06,27.14,0.01,1.51,2.0,0.0,2.0,0.0,3.0,3.0,4.0,3.0,1.0,False
3675,6.0,1.0,1.0,1.0,14.0,48.43,0.19,5.33,9.08,258.3,0.02,14.35,3.0,0.0,1.0,0.0,8.0,3.0,10.0,4.0,1.0,
3682,21.0,3.0,1.0,2.0,53.0,257.47,0.14,7.33,35.11,1888.14,0.09,104.9,15.0,0.0,4.0,0.0,11.0,18.0,29.0,24.0,5.0,
3683,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,False
3685,20.0,1.0,1.0,1.0,89.0,448.95,0.08,12.53,35.84,5623.7,0.15,312.43,14.0,0.0,4.0,0.0,14.0,19.0,55.0,34.0,1.0,
3686,16.0,2.0,1.0,2.0,35.0,148.68,0.12,8.33,17.84,1238.98,0.05,68.83,11.0,0.0,3.0,0.0,10.0,9.0,20.0,15.0,3.0,
3688,50.0,8.0,7.0,6.0,140.0,764.32,0.06,16.69,45.81,12752.83,0.25,708.49,31.0,9.0,8.0,0.0,17.0,27.0,87.0,53.0,15.0,
3689,11.0,1.0,1.0,1.0,25.0,106.2,0.18,5.56,19.12,589.99,0.04,32.78,6.0,0.0,3.0,0.0,10.0,9.0,15.0,10.0,1.0,
3690,20.0,4.0,1.0,2.0,46.0,210.91,0.1,10.0,21.09,2109.08,0.07,117.17,13.0,0.0,4.0,1.0,12.0,12.0,26.0,20.0,7.0,
3692,11.0,1.0,1.0,1.0,21.0,79.95,0.19,5.33,14.99,426.42,0.03,23.69,5.0,0.0,4.0,0.0,8.0,6.0,13.0,8.0,1.0,
3693,17.0,2.0,1.0,2.0,36.0,155.59,0.13,8.0,19.45,1244.72,0.05,69.15,11.0,0.0,4.0,0.0,10.0,10.0,20.0,16.0,3.0,False
3694,8.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,
3696,27.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,
3698,31.0,3.0,1.0,2.0,149.0,813.46,0.05,18.35,44.34,14923.78,0.27,829.1,22.0,0.0,7.0,0.0,18.0,26.0,96.0,53.0,5.0,
3701,7.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,False
3704,23.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,
3705,9.0,1.0,1.0,1.0,42.0,178.41,0.14,7.2,24.78,1284.57,0.06,71.37,5.0,0.0,2.0,0.0,9.0,10.0,26.0,16.0,1.0,False
3706,8.0,1.0,1.0,1.0,25.0,83.05,0.25,4.0,20.76,332.19,0.03,18.46,5.0,0.0,1.0,0.0,4.0,6.0,13.0,12.0,1.0,
3707,18.0,1.0,1.0,1.0,41.0,185.47,0.67,1.5,123.64,278.2,0.06,15.46,11.0,0.0,1.0,0.0,3.0,20.0,21.0,20.0,1.0,
3708,8.0,5.0,5.0,1.0,37.0,140.87,0.11,9.33,15.09,1314.81,0.05,73.04,6.0,0.0,0.0,0.0,8.0,6.0,23.0,14.0,9.0,
3712,6.0,1.0,1.0,1.0,14.0,48.43,0.23,4.38,11.07,211.89,0.02,11.77,3.0,0.0,1.0,0.0,7.0,4.0,9.0,5.0,1.0,
3713,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
3714,15.0,1.0,1.0,1.0,89.0,363.78,0.08,12.29,29.6,4471.51,0.12,248.42,10.0,0.0,2.0,0.0,5.0,12.0,30.0,59.0,1.0,
3715,5.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
3716,19.0,1.0,1.0,1.0,54.0,250.77,0.13,7.46,33.6,1871.81,0.08,103.99,13.0,0.0,2.0,0.0,11.0,14.0,35.0,19.0,1.0,
3717,15.0,1.0,1.0,1.0,56.0,256.76,0.12,8.03,31.94,2063.94,0.09,114.66,9.0,0.0,3.0,0.0,11.0,13.0,37.0,19.0,1.0,
3718,37.0,10.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,False
3720,14.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False
3721,5.0,1.0,1.0,1.0,19.0,74.23,0.25,4.0,18.56,296.92,0.02,16.5,3.0,0.0,0.0,0.0,8.0,7.0,12.0,7.0,1.0,
3722,14.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,
3723,16.0,3.0,1.0,3.0,49.0,218.51,0.11,9.5,23.0,2075.87,0.07,115.33,10.0,1.0,2.0,0.0,11.0,11.0,30.0,19.0,5.0,False
3724,28.0,5.0,1.0,2.0,69.0,351.03,0.09,11.56,30.38,4056.4,0.12,225.36,20.0,0.0,6.0,0.0,16.0,18.0,43.0,26.0,7.0,False
3726,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
3727,11.0,1.0,1.0,1.0,45.0,197.65,0.11,8.8,22.46,1739.36,0.07,96.63,6.0,0.0,3.0,0.0,11.0,10.0,29.0,16.0,1.0,False
3729,11.0,1.0,1.0,1.0,45.0,197.65,0.11,8.8,22.46,1739.36,0.07,96.63,6.0,0.0,3.0,0.0,11.0,10.0,29.0,16.0,1.0,
3732,10.0,2.0,1.0,2.0,13.0,41.21,0.2,5.0,8.24,206.05,0.01,11.45,6.0,1.0,1.0,0.0,6.0,3.0,8.0,5.0,3.0,
3733,64.0,6.0,1.0,6.0,184.0,1063.77,0.05,20.85,51.03,22176.65,0.35,1232.04,41.0,14.0,6.0,0.0,19.0,36.0,105.0,79.0,11.0,
3734,12.0,1.0,1.0,1.0,38.0,164.23,0.13,7.94,20.67,1304.74,0.05,72.49,7.0,0.0,3.0,0.0,11.0,9.0,25.0,13.0,1.0,False
3735,33.0,3.0,1.0,3.0,135.0,737.02,0.11,9.38,78.62,6909.59,0.25,383.87,26.0,2.0,3.0,0.0,12.0,32.0,85.0,50.0,5.0,
3736,4.0,1.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,2.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,1.0,False
3737,10.0,3.0,1.0,3.0,41.0,187.98,0.13,7.5,25.06,1409.88,0.06,78.33,6.0,0.0,2.0,0.0,12.0,12.0,26.0,15.0,5.0,
3738,73.0,9.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,
3743,8.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False
3744,7.0,1.0,1.0,1.0,33.0,122.11,0.18,5.57,21.92,680.35,0.04,37.8,4.0,0.0,1.0,0.0,6.0,7.0,20.0,13.0,1.0,
3747,39.0,8.0,1.0,7.0,138.0,757.88,0.07,14.9,50.88,11289.73,0.25,627.21,26.0,2.0,8.0,1.0,16.0,29.0,84.0,54.0,15.0,
3748,56.0,9.0,7.0,8.0,189.0,1087.67,0.06,17.23,63.13,18740.32,0.36,1041.13,37.0,7.0,10.0,0.0,17.0,37.0,114.0,75.0,17.0,
3749,18.0,2.0,1.0,2.0,62.0,298.06,0.1,10.4,28.66,3099.78,0.1,172.21,13.0,0.0,3.0,0.0,13.0,15.0,38.0,24.0,3.0,False
3750,10.0,1.0,1.0,1.0,34.0,149.34,0.15,6.82,21.9,1018.22,0.05,56.57,6.0,0.0,2.0,0.0,10.0,11.0,19.0,15.0,1.0,False
3753,21.0,2.0,1.0,2.0,76.0,380.0,0.11,9.0,42.22,3420.0,0.13,190.0,13.0,0.0,6.0,0.0,12.0,20.0,46.0,30.0,3.0,
3755,30.0,4.0,1.0,4.0,119.0,600.28,0.06,17.32,34.67,10394.37,0.2,577.47,24.0,0.0,4.0,0.0,14.0,19.0,72.0,47.0,7.0,
3756,22.0,5.0,3.0,5.0,98.0,502.67,0.05,19.59,25.66,9846.41,0.17,547.02,16.0,0.0,4.0,0.0,18.0,17.0,61.0,37.0,9.0,
3757,37.0,5.0,1.0,4.0,147.0,765.79,0.05,21.68,35.33,16598.49,0.26,922.14,30.0,0.0,5.0,0.0,17.0,20.0,96.0,51.0,9.0,False
3758,38.0,5.0,1.0,4.0,156.0,818.68,0.05,21.86,37.46,17893.93,0.27,994.11,31.0,0.0,5.0,0.0,17.0,21.0,102.0,54.0,9.0,False
3759,14.0,1.0,1.0,1.0,79.0,329.42,0.06,16.88,19.52,5559.03,0.11,308.84,8.0,0.0,4.0,0.0,10.0,8.0,52.0,27.0,1.0,
3761,11.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
3762,26.0,3.0,1.0,3.0,65.0,301.85,0.09,11.54,26.16,3482.89,0.1,193.49,12.0,7.0,3.0,1.0,12.0,13.0,40.0,25.0,5.0,
3764,17.0,1.0,1.0,1.0,80.0,371.51,0.09,10.61,35.02,3940.64,0.12,218.92,11.0,0.0,3.0,0.0,11.0,14.0,53.0,27.0,1.0,False
3765,10.0,2.0,1.0,2.0,13.0,41.21,0.2,5.0,8.24,206.05,0.01,11.45,6.0,1.0,1.0,0.0,6.0,3.0,8.0,5.0,3.0,False
3766,7.0,1.0,1.0,1.0,43.0,179.31,0.11,9.38,19.13,1681.0,0.06,93.39,4.0,0.0,1.0,0.0,10.0,8.0,28.0,15.0,1.0,
3767,8.0,1.0,1.0,1.0,23.0,95.91,0.16,6.29,15.26,602.85,0.03,33.49,4.0,0.0,2.0,0.0,11.0,7.0,15.0,8.0,1.0,False
3768,23.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,
3773,15.0,1.0,1.0,1.0,68.0,330.34,0.09,11.67,28.32,3854.0,0.11,214.11,10.0,0.0,3.0,0.0,14.0,15.0,43.0,25.0,1.0,
3775,25.0,3.0,1.0,2.0,130.0,696.48,0.06,18.0,38.69,12536.67,0.23,696.48,19.0,0.0,4.0,0.0,18.0,23.0,84.0,46.0,5.0,
3776,23.0,3.0,1.0,2.0,126.0,661.24,0.05,19.8,33.4,13092.53,0.22,727.36,18.0,0.0,3.0,0.0,18.0,20.0,82.0,44.0,5.0,False
3777,35.0,4.0,1.0,3.0,132.0,702.49,0.06,17.37,40.44,12202.02,0.23,677.89,21.0,4.0,7.0,1.0,17.0,23.0,85.0,47.0,7.0,
3778,41.0,6.0,4.0,6.0,163.0,842.7,0.03,30.5,27.63,25702.28,0.28,1427.9,25.0,4.0,8.0,1.0,18.0,18.0,102.0,61.0,11.0,False
3780,5.0,1.0,1.0,1.0,23.0,94.01,0.2,5.06,18.57,475.93,0.03,26.44,3.0,0.0,0.0,0.0,9.0,8.0,14.0,9.0,1.0,
3787,8.0,1.0,1.0,1.0,26.0,106.27,0.16,6.43,16.53,683.19,0.04,37.96,5.0,0.0,1.0,0.0,10.0,7.0,17.0,9.0,1.0,
3788,21.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
3789,12.0,5.0,3.0,5.0,32.0,128.0,0.13,7.71,16.59,987.43,0.04,54.86,9.0,0.0,1.0,0.0,9.0,7.0,20.0,12.0,9.0,False
3794,17.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
3796,14.0,3.0,1.0,2.0,32.0,135.93,0.2,5.09,26.7,692.03,0.05,38.45,9.0,1.0,2.0,0.0,8.0,11.0,18.0,14.0,5.0,False
3797,3.0,1.0,1.0,1.0,8.0,18.58,0.17,6.0,3.1,111.45,0.01,6.19,1.0,0.0,0.0,0.0,4.0,1.0,5.0,3.0,1.0,False
3798,5.0,1.0,1.0,1.0,11.0,33.0,0.5,2.0,16.5,66.0,0.01,3.67,3.0,0.0,0.0,0.0,4.0,4.0,7.0,4.0,1.0,
3800,30.0,1.0,1.0,1.0,396.0,2107.48,0.05,21.0,100.36,44257.15,0.7,2458.73,23.0,0.0,5.0,0.0,10.0,30.0,270.0,126.0,1.0,
3801,9.0,1.0,1.0,1.0,16.0,55.35,0.11,9.0,6.15,498.16,0.02,27.68,4.0,0.0,2.0,0.0,9.0,2.0,12.0,4.0,1.0,
3802,10.0,1.0,1.0,1.0,16.0,55.35,0.11,9.0,6.15,498.16,0.02,27.68,4.0,0.0,3.0,0.0,9.0,2.0,12.0,4.0,1.0,False
3804,17.0,2.0,1.0,2.0,26.0,96.21,0.29,3.44,27.99,330.73,0.03,18.37,12.0,0.0,3.0,0.0,5.0,8.0,15.0,11.0,3.0,
3806,11.0,2.0,1.0,1.0,19.0,68.11,0.18,5.6,12.16,381.44,0.02,21.19,7.0,0.0,2.0,0.0,7.0,5.0,11.0,8.0,3.0,False
3807,5.0,1.0,1.0,1.0,7.0,16.25,0.67,1.5,10.84,24.38,0.01,1.35,3.0,0.0,0.0,0.0,3.0,2.0,5.0,2.0,1.0,
3809,16.0,3.0,1.0,2.0,25.0,97.67,0.18,5.71,17.09,558.13,0.03,31.01,11.0,0.0,3.0,0.0,8.0,7.0,15.0,10.0,5.0,
3811,10.0,1.0,1.0,1.0,20.0,80.0,0.29,3.5,22.86,280.0,0.03,15.56,5.0,1.0,2.0,0.0,7.0,9.0,11.0,9.0,1.0,
3812,20.0,1.0,1.0,1.0,63.0,276.72,0.13,7.75,35.71,2144.55,0.09,119.14,11.0,1.0,6.0,0.0,7.0,14.0,32.0,31.0,1.0,
3815,26.0,6.0,6.0,3.0,45.0,197.65,0.1,10.0,19.77,1976.54,0.07,109.81,19.0,0.0,4.0,1.0,12.0,9.0,30.0,15.0,11.0,
3816,67.0,18.0,1.0,18.0,199.0,1215.6,0.05,21.6,56.28,26256.88,0.41,1458.72,62.0,0.0,2.0,0.0,24.0,45.0,118.0,81.0,19.0,
3818,16.0,4.0,4.0,4.0,40.0,175.69,0.15,6.82,25.77,1197.9,0.06,66.55,9.0,3.0,2.0,0.0,10.0,11.0,25.0,15.0,7.0,
3820,5.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,1.0,0.0,4.0,3.0,4.0,3.0,1.0,False
3824,26.0,3.0,1.0,3.0,51.0,247.76,0.17,6.05,40.93,1499.58,0.08,83.31,17.0,4.0,3.0,0.0,10.0,19.0,28.0,23.0,5.0,
3826,94.0,25.0,23.0,12.0,320.0,1890.2,0.03,33.38,56.62,63103.77,0.63,3505.76,70.0,0.0,16.0,6.0,21.0,39.0,196.0,124.0,49.0,False
3828,46.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,
3829,26.0,3.0,1.0,3.0,87.0,369.57,0.06,17.78,20.79,6570.13,0.12,365.01,22.0,0.0,2.0,0.0,10.0,9.0,55.0,32.0,5.0,False
3831,47.0,7.0,7.0,7.0,166.0,822.4,0.03,32.34,25.43,26599.39,0.27,1477.74,38.0,0.0,7.0,0.0,15.0,16.0,97.0,69.0,13.0,
3832,39.0,13.0,12.0,9.0,154.0,845.75,0.04,23.6,35.84,19959.59,0.28,1108.87,34.0,0.0,3.0,0.0,20.0,25.0,95.0,59.0,25.0,
3833,28.0,3.0,1.0,3.0,41.0,187.98,0.13,7.5,25.06,1409.88,0.06,78.33,17.0,5.0,4.0,0.0,12.0,12.0,26.0,15.0,5.0,
3834,2.0,1.0,1.0,1.0,15.0,51.89,0.19,5.25,9.88,272.43,0.02,15.14,0.0,0.0,0.0,0.0,7.0,4.0,9.0,6.0,1.0,
3835,21.0,2.0,1.0,1.0,53.0,246.12,0.08,12.73,19.34,3132.49,0.08,174.03,11.0,4.0,4.0,0.0,14.0,11.0,33.0,20.0,3.0,False
3836,18.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,False
3837,7.0,3.0,1.0,1.0,21.0,77.71,0.09,11.67,6.66,906.61,0.03,50.37,5.0,0.0,0.0,0.0,10.0,3.0,14.0,7.0,5.0,False
3841,69.0,8.0,6.0,4.0,191.0,1141.66,0.04,24.31,46.97,27751.13,0.38,1541.73,52.0,8.0,6.0,1.0,24.0,39.0,112.0,79.0,15.0,
3843,22.0,1.0,1.0,1.0,59.0,211.51,0.09,11.0,19.23,2326.64,0.07,129.25,8.0,6.0,6.0,0.0,6.0,6.0,37.0,22.0,1.0,False
3844,50.0,5.0,1.0,3.0,190.0,974.56,0.03,29.28,33.29,28533.06,0.32,1585.17,28.0,8.0,11.0,1.0,17.0,18.0,128.0,62.0,9.0,False
3845,93.0,13.0,9.0,2.0,385.0,2255.32,0.01,70.47,32.0,158925.07,0.75,8829.17,64.0,10.0,14.0,3.0,28.0,30.0,234.0,151.0,25.0,
3846,92.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,False
3847,17.0,2.0,1.0,1.0,24.0,101.95,0.19,5.4,18.88,550.53,0.03,30.59,11.0,0.0,4.0,0.0,9.0,10.0,12.0,12.0,3.0,
3848,38.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,False
3849,13.0,4.0,4.0,3.0,33.0,147.16,0.1,10.5,14.02,1545.19,0.05,85.84,9.0,0.0,2.0,0.0,15.0,8.0,24.0,12.0,7.0,
3850,29.0,1.0,1.0,1.0,103.0,445.16,0.07,14.73,30.23,6555.97,0.15,364.22,16.0,1.0,10.0,0.0,9.0,11.0,67.0,36.0,1.0,
3851,133.0,17.0,1.0,15.0,639.0,4443.73,0.04,27.12,163.88,120498.47,1.48,6694.36,104.0,10.0,19.0,0.0,21.0,103.0,373.0,266.0,33.0,False
3852,26.0,4.0,1.0,3.0,131.0,715.19,0.07,14.8,48.34,10582.1,0.24,587.89,19.0,0.0,5.0,0.0,17.0,27.0,84.0,47.0,7.0,False
3853,23.0,4.0,1.0,2.0,60.0,282.03,0.06,16.36,17.23,4614.98,0.09,256.39,16.0,1.0,4.0,0.0,15.0,11.0,36.0,24.0,7.0,False
