d3mIndex,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
6772,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,false
6773,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,false
6774,5.0,1.0,1.0,1.0,11.0,34.87,0.5,2.0,17.43,69.74,0.01,3.87,3.0,0.0,0.0,0.0,4.0,5.0,6.0,5.0,1.0,false
6775,13.0,2.0,1.0,1.0,23.0,87.57,0.18,5.5,15.92,481.63,0.03,26.76,8.0,0.0,3.0,0.0,7.0,7.0,12.0,11.0,3.0,false
6776,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,false
6777,24.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,false
6778,44.0,7.0,1.0,7.0,111.0,549.92,0.09,11.55,47.61,6351.53,0.18,352.86,34.0,4.0,4.0,0.0,11.0,20.0,69.0,42.0,13.0,false
6779,88.0,12.0,10.0,12.0,244.0,1404.19,0.03,33.0,42.55,46338.35,0.47,2574.35,78.0,0.0,7.0,0.0,22.0,32.0,148.0,96.0,19.0,false
6780,41.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,false
6781,57.0,10.0,3.0,7.0,259.0,1497.37,0.03,36.75,40.74,55028.43,0.5,3057.13,52.0,0.0,3.0,0.0,21.0,34.0,140.0,119.0,19.0,false
6782,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,false
6783,21.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,false
6784,17.0,3.0,1.0,1.0,58.0,262.37,0.09,11.45,22.91,3005.29,0.09,166.96,13.0,0.0,2.0,0.0,12.0,11.0,37.0,21.0,5.0,false
6785,34.0,5.0,1.0,4.0,117.0,600.13,0.05,20.31,29.55,12185.89,0.2,676.99,29.0,0.0,2.0,0.0,17.0,18.0,74.0,43.0,9.0,false
6786,20.0,2.0,1.0,2.0,56.0,274.79,0.11,8.79,31.25,2416.5,0.09,134.25,14.0,0.0,4.0,0.0,13.0,17.0,33.0,23.0,3.0,false
6787,40.0,6.0,5.0,1.0,69.0,338.58,0.06,16.0,21.16,5417.21,0.11,300.96,33.0,1.0,3.0,1.0,16.0,14.0,41.0,28.0,11.0,false
6788,26.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,false
6789,95.0,11.0,6.0,8.0,317.0,1955.87,0.04,27.38,71.43,53556.22,0.65,2975.35,66.0,0.0,24.0,3.0,21.0,51.0,184.0,133.0,21.0,false
6790,16.0,2.0,1.0,2.0,37.0,159.91,0.15,6.55,24.43,1046.69,0.05,58.15,9.0,1.0,3.0,0.0,9.0,11.0,21.0,16.0,3.0,false
6791,32.0,4.0,1.0,4.0,99.0,523.25,0.07,14.61,35.82,7644.07,0.17,424.67,22.0,0.0,8.0,0.0,16.0,23.0,57.0,42.0,7.0,false
6792,15.0,1.0,1.0,1.0,44.0,199.04,0.14,6.92,28.75,1377.95,0.07,76.55,10.0,0.0,3.0,0.0,10.0,13.0,26.0,18.0,1.0,false
6793,14.0,1.0,1.0,1.0,23.0,89.86,0.33,3.0,29.95,269.58,0.03,14.98,9.0,0.0,3.0,0.0,5.0,10.0,11.0,12.0,1.0,false
6794,58.0,8.0,8.0,8.0,129.0,695.61,0.05,20.63,33.73,14346.93,0.23,797.05,45.0,1.0,10.0,0.0,18.0,24.0,74.0,55.0,15.0,false
6795,172.0,32.0,20.0,15.0,501.0,3120.64,0.02,45.5,68.59,141989.04,1.04,7888.28,132.0,14.0,20.0,4.0,25.0,50.0,325.0,182.0,63.0,false
6796,11.0,2.0,1.0,2.0,30.0,127.44,0.24,4.08,31.21,520.37,0.04,28.91,7.0,0.0,2.0,0.0,7.0,12.0,16.0,14.0,3.0,false
6797,20.0,1.0,1.0,1.0,65.0,318.95,0.13,7.82,40.81,2492.83,0.11,138.49,13.0,0.0,5.0,0.0,11.0,19.0,38.0,27.0,1.0,false
6798,119.0,16.0,12.0,10.0,418.0,2634.98,0.02,48.59,54.23,128029.05,0.88,7112.72,93.0,6.0,18.0,0.0,28.0,51.0,241.0,177.0,30.0,false
6799,159.0,30.0,22.0,17.0,569.0,3617.45,0.02,47.36,76.37,171338.24,1.21,9518.79,129.0,7.0,21.0,0.0,23.0,59.0,326.0,243.0,59.0,false
6800,26.0,2.0,1.0,2.0,85.0,446.07,0.11,9.46,47.15,4220.54,0.15,234.47,20.0,0.0,4.0,0.0,12.0,26.0,44.0,41.0,3.0,false
6801,28.0,1.0,1.0,1.0,96.0,475.6,0.11,9.29,51.22,4416.31,0.16,245.35,18.0,0.0,8.0,0.0,10.0,21.0,57.0,39.0,1.0,false
6802,17.0,3.0,1.0,2.0,72.0,356.7,0.08,13.0,27.44,4637.13,0.12,257.62,12.0,0.0,3.0,0.0,13.0,18.0,36.0,36.0,5.0,false
6803,20.0,2.0,1.0,2.0,32.0,140.55,0.17,5.91,23.79,830.55,0.05,46.14,11.0,0.0,7.0,0.0,10.0,11.0,19.0,13.0,3.0,false
6804,28.0,3.0,1.0,3.0,78.0,386.43,0.08,12.35,31.28,4773.51,0.13,265.2,21.0,0.0,5.0,0.0,14.0,17.0,48.0,30.0,5.0,false
6805,14.0,7.0,4.0,3.0,124.0,630.85,0.05,19.5,32.35,12301.49,0.21,683.42,12.0,0.0,0.0,0.0,17.0,17.0,85.0,39.0,13.0,false
6806,22.0,17.0,12.0,3.0,443.0,2388.8,0.02,47.25,50.56,112870.64,0.8,6270.59,18.0,1.0,1.0,0.0,18.0,24.0,317.0,126.0,33.0,false
6807,31.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,false
6808,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,false
6809,5.0,1.0,1.0,1.0,14.0,50.19,0.24,4.2,11.95,210.8,0.02,11.71,3.0,0.0,0.0,0.0,7.0,5.0,8.0,6.0,1.0,false
6810,7.0,1.0,1.0,1.0,19.0,70.31,0.29,3.5,20.09,246.08,0.02,13.67,5.0,0.0,0.0,0.0,7.0,6.0,13.0,6.0,1.0,false
6811,8.0,1.0,1.0,1.0,22.0,83.76,0.29,3.5,23.93,293.17,0.03,16.29,6.0,0.0,0.0,0.0,7.0,7.0,15.0,7.0,1.0,false
6812,11.0,3.0,1.0,2.0,24.0,98.1,0.25,4.0,24.52,392.4,0.03,21.8,9.0,0.0,0.0,0.0,8.0,9.0,15.0,9.0,5.0,false
6813,20.0,4.0,3.0,2.0,48.0,228.23,0.07,14.55,15.69,3319.78,0.08,184.43,16.0,0.0,2.0,0.0,16.0,11.0,28.0,20.0,7.0,false
6814,20.0,4.0,3.0,2.0,50.0,242.9,0.07,14.88,16.32,3613.12,0.08,200.73,16.0,0.0,2.0,0.0,17.0,12.0,29.0,21.0,7.0,false
6815,21.0,4.0,3.0,2.0,50.0,240.37,0.07,14.0,17.17,3365.15,0.08,186.95,17.0,0.0,2.0,0.0,16.0,12.0,29.0,21.0,7.0,false
6816,84.0,13.0,1.0,12.0,226.0,1300.6,0.03,35.24,36.91,45835.82,0.43,2546.43,62.0,17.0,2.0,1.0,23.0,31.0,131.0,95.0,16.0,false
6817,5.0,1.0,1.0,1.0,12.0,41.51,0.33,3.0,13.84,124.54,0.01,6.92,3.0,0.0,0.0,0.0,6.0,5.0,7.0,5.0,1.0,false
6818,41.0,3.0,1.0,2.0,71.0,355.0,0.11,8.9,39.87,3161.19,0.12,175.62,21.0,9.0,11.0,0.0,11.0,21.0,37.0,34.0,5.0,false
6819,8.0,3.0,3.0,2.0,20.0,80.0,0.17,5.83,13.71,466.67,0.03,25.93,6.0,0.0,0.0,0.0,10.0,6.0,13.0,7.0,5.0,false
6820,29.0,3.0,1.0,3.0,71.0,316.62,0.07,14.5,21.84,4590.98,0.11,255.05,22.0,2.0,3.0,0.0,11.0,11.0,42.0,29.0,5.0,false
6821,54.0,7.0,4.0,5.0,210.0,1146.48,0.04,22.5,50.95,25795.81,0.38,1433.1,48.0,0.0,4.0,0.0,15.0,29.0,123.0,87.0,13.0,false
6822,20.0,11.0,9.0,4.0,53.0,232.79,0.06,15.44,15.08,3593.74,0.08,199.65,17.0,0.0,1.0,0.0,13.0,8.0,34.0,19.0,21.0,false
6823,8.0,3.0,3.0,2.0,20.0,80.0,0.17,5.83,13.71,466.67,0.03,25.93,6.0,0.0,0.0,0.0,10.0,6.0,13.0,7.0,5.0,false
6824,11.0,4.0,3.0,2.0,29.0,125.34,0.12,8.36,15.0,1047.45,0.04,58.19,9.0,0.0,0.0,0.0,13.0,7.0,20.0,9.0,7.0,false
6825,22.0,3.0,1.0,1.0,72.0,321.08,0.1,10.42,30.82,3344.57,0.11,185.81,15.0,0.0,4.0,1.0,10.0,12.0,47.0,25.0,5.0,false
6826,52.0,11.0,6.0,8.0,88.0,461.82,0.08,12.55,36.81,5794.71,0.15,321.93,32.0,16.0,2.0,0.0,17.0,21.0,57.0,31.0,21.0,false
6827,24.0,7.0,3.0,5.0,56.0,274.79,0.1,9.56,28.75,2626.63,0.09,145.92,18.0,0.0,3.0,1.0,13.0,17.0,31.0,25.0,13.0,false
6828,25.0,3.0,1.0,3.0,115.0,599.09,0.1,9.81,61.04,5879.93,0.2,326.66,15.0,2.0,4.0,0.0,10.0,27.0,62.0,53.0,5.0,false
6829,105.0,31.0,22.0,19.0,324.0,2011.86,0.04,25.37,79.3,51041.71,0.67,2835.65,73.0,12.0,14.0,6.0,20.0,54.0,187.0,137.0,61.0,false
6830,35.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,false
6831,41.0,6.0,1.0,5.0,117.0,676.42,0.05,20.42,33.13,13810.22,0.23,767.23,39.0,0.0,2.0,0.0,25.0,30.0,68.0,49.0,7.0,false
6832,30.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,false
6833,35.0,6.0,1.0,5.0,99.0,555.86,0.06,18.13,30.65,10080.24,0.19,560.01,35.0,0.0,0.0,0.0,23.0,26.0,58.0,41.0,7.0,false
6834,30.0,3.0,1.0,1.0,89.0,460.12,0.05,19.38,23.75,8914.89,0.15,495.27,22.0,0.0,6.0,0.0,20.0,16.0,58.0,31.0,5.0,false
6835,14.0,4.0,3.0,1.0,28.0,116.76,0.13,7.86,14.86,917.38,0.04,50.97,10.0,0.0,2.0,0.0,11.0,7.0,18.0,10.0,7.0,false
6836,36.0,5.0,5.0,1.0,94.0,485.97,0.05,20.12,24.16,9776.63,0.16,543.15,21.0,6.0,7.0,0.0,19.0,17.0,58.0,36.0,9.0,false
6837,15.0,3.0,1.0,2.0,24.0,98.1,0.16,6.42,15.29,629.47,0.03,34.97,11.0,0.0,2.0,0.0,11.0,6.0,17.0,7.0,5.0,false
6838,20.0,4.0,1.0,2.0,31.0,131.69,0.15,6.86,19.2,902.99,0.04,50.17,15.0,0.0,3.0,0.0,12.0,7.0,23.0,8.0,7.0,false
6839,50.0,10.0,1.0,7.0,236.0,1255.98,0.02,55.0,22.84,69078.63,0.42,3837.7,36.0,3.0,4.0,5.0,22.0,18.0,146.0,90.0,19.0,false
6840,4.0,1.0,1.0,1.0,8.0,20.68,0.2,5.0,4.14,103.4,0.01,5.74,2.0,0.0,0.0,0.0,5.0,1.0,6.0,2.0,1.0,false
6841,4.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,false
6842,14.0,7.0,7.0,1.0,45.0,175.81,0.05,19.25,9.13,3384.34,0.06,188.02,12.0,0.0,0.0,0.0,11.0,4.0,31.0,14.0,13.0,false
6843,5.0,1.0,1.0,1.0,11.0,28.43,0.25,4.0,7.11,113.74,0.01,6.32,3.0,0.0,0.0,0.0,4.0,2.0,7.0,4.0,1.0,false
6844,16.0,5.0,1.0,4.0,126.0,624.23,0.06,18.06,34.57,11270.8,0.21,626.16,11.0,0.0,3.0,0.0,13.0,18.0,76.0,50.0,9.0,false
6845,9.0,1.0,1.0,1.0,38.0,136.23,0.08,12.0,11.35,1634.74,0.05,90.82,7.0,0.0,0.0,0.0,8.0,4.0,26.0,12.0,1.0,false
6846,117.0,19.0,1.0,13.0,353.0,1981.99,0.02,55.81,35.51,110624.55,0.66,6145.81,84.0,3.0,4.0,24.0,22.0,27.0,216.0,137.0,37.0,false
6847,114.0,18.0,1.0,11.0,336.0,1896.34,0.02,55.37,34.25,105000.81,0.63,5833.38,83.0,1.0,4.0,24.0,23.0,27.0,206.0,130.0,35.0,false
6848,41.0,8.0,1.0,6.0,180.0,957.95,0.03,39.24,24.41,37586.82,0.32,2088.15,28.0,1.0,4.0,6.0,21.0,19.0,109.0,71.0,15.0,false
6849,54.0,10.0,1.0,7.0,224.0,1207.88,0.02,52.66,22.94,63604.37,0.4,3533.58,40.0,2.0,4.0,6.0,23.0,19.0,137.0,87.0,19.0,false
6850,116.0,20.0,17.0,10.0,380.0,2429.08,0.03,35.17,69.07,85429.53,0.81,4746.09,99.0,8.0,6.0,1.0,25.0,59.0,214.0,166.0,39.0,false
6851,38.0,7.0,1.0,7.0,132.0,687.65,0.05,18.75,36.67,12893.4,0.23,716.3,26.0,0.0,10.0,0.0,15.0,22.0,77.0,55.0,13.0,false
6852,48.0,9.0,4.0,7.0,161.0,878.97,0.05,21.09,41.67,18539.72,0.29,1029.98,35.0,0.0,11.0,0.0,17.0,27.0,94.0,67.0,17.0,false
6853,21.0,3.0,1.0,3.0,80.0,392.55,0.11,9.0,43.62,3532.96,0.13,196.28,17.0,0.0,2.0,0.0,10.0,20.0,44.0,36.0,5.0,false
6854,5.0,1.0,1.0,1.0,8.0,20.68,0.67,1.5,13.79,31.02,0.01,1.72,3.0,0.0,0.0,0.0,3.0,3.0,5.0,3.0,1.0,false
6855,68.0,9.0,4.0,2.0,141.0,734.53,0.03,35.08,20.94,25765.15,0.24,1431.4,35.0,22.0,9.0,0.0,24.0,13.0,103.0,38.0,13.0,false
6856,13.0,4.0,4.0,2.0,41.0,182.84,0.08,12.86,14.22,2350.76,0.06,130.6,8.0,0.0,3.0,0.0,15.0,7.0,29.0,12.0,7.0,false
6857,13.0,4.0,4.0,2.0,41.0,182.84,0.08,12.86,14.22,2350.76,0.06,130.6,8.0,0.0,3.0,0.0,15.0,7.0,29.0,12.0,7.0,false
6858,20.0,3.0,3.0,1.0,120.0,620.39,0.03,37.5,16.54,23264.66,0.21,1292.48,14.0,0.0,4.0,0.0,25.0,11.0,87.0,33.0,5.0,false
6859,26.0,8.0,8.0,1.0,102.0,510.0,0.03,35.0,14.57,17850.0,0.17,991.67,18.0,1.0,3.0,4.0,20.0,12.0,60.0,42.0,15.0,false
6860,67.0,15.0,8.0,9.0,191.0,1029.93,0.04,24.31,42.37,25035.29,0.34,1390.85,39.0,12.0,14.0,0.0,16.0,26.0,112.0,79.0,29.0,false
6861,86.0,19.0,8.0,11.0,268.0,1520.21,0.04,27.75,54.78,42185.83,0.51,2343.66,53.0,14.0,16.0,0.0,17.0,34.0,157.0,111.0,37.0,false
6862,26.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,false
6863,14.0,4.0,3.0,2.0,37.0,171.82,0.11,8.91,19.29,1530.78,0.06,85.04,10.0,0.0,2.0,0.0,14.0,11.0,23.0,14.0,7.0,false
6864,9.0,1.0,1.0,1.0,23.0,89.86,0.23,4.38,20.54,393.13,0.03,21.84,5.0,1.0,1.0,0.0,7.0,8.0,13.0,10.0,1.0,false
6865,9.0,1.0,1.0,1.0,13.0,36.5,0.16,6.25,5.84,228.1,0.01,12.67,5.0,0.0,2.0,0.0,5.0,2.0,8.0,5.0,1.0,false
6866,8.0,1.0,1.0,1.0,20.0,74.01,0.21,4.67,15.86,345.37,0.02,19.19,5.0,0.0,1.0,0.0,7.0,6.0,12.0,8.0,1.0,false
6867,42.0,2.0,1.0,2.0,144.0,642.16,0.03,36.83,17.43,23652.83,0.21,1314.05,24.0,11.0,5.0,0.0,13.0,9.0,93.0,51.0,3.0,false
6868,30.0,4.0,1.0,2.0,137.0,636.21,0.04,24.0,26.51,15269.0,0.21,848.28,24.0,0.0,4.0,0.0,15.0,10.0,105.0,32.0,5.0,false
6869,17.0,4.0,3.0,2.0,45.0,211.52,0.1,9.92,21.33,2097.57,0.07,116.53,13.0,0.0,2.0,0.0,14.0,12.0,28.0,17.0,7.0,false
6870,7.0,1.0,1.0,1.0,12.0,39.86,0.27,3.75,10.63,149.49,0.01,8.3,3.0,1.0,1.0,0.0,6.0,4.0,7.0,5.0,1.0,false
6871,13.0,2.0,1.0,2.0,18.0,64.53,0.17,6.0,10.75,387.18,0.02,21.51,7.0,2.0,2.0,0.0,8.0,4.0,12.0,6.0,3.0,false
6872,79.0,7.0,6.0,4.0,190.0,1055.37,0.04,28.52,37.01,30097.64,0.35,1672.09,47.0,22.0,5.0,2.0,20.0,27.0,113.0,77.0,13.0,false
6873,6.0,2.0,1.0,1.0,14.0,51.81,0.33,3.0,17.27,155.42,0.02,8.63,3.0,1.0,0.0,0.0,6.0,7.0,7.0,7.0,3.0,false
6874,24.0,9.0,6.0,2.0,95.0,470.65,0.03,35.7,13.18,16802.16,0.16,933.45,20.0,0.0,2.0,0.0,21.0,10.0,61.0,34.0,17.0,false
6875,24.0,9.0,6.0,2.0,95.0,470.65,0.03,35.7,13.18,16802.16,0.16,933.45,20.0,0.0,2.0,0.0,21.0,10.0,61.0,34.0,17.0,false
6876,24.0,1.0,1.0,1.0,19.0,60.23,0.5,2.0,30.11,120.46,0.02,6.69,6.0,12.0,4.0,0.0,3.0,6.0,11.0,8.0,1.0,false
6877,16.0,4.0,3.0,3.0,23.0,92.0,0.2,5.0,18.4,460.0,0.03,25.56,13.0,0.0,1.0,0.0,10.0,6.0,17.0,6.0,7.0,false
6878,4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,1.0,false
6879,43.0,7.0,7.0,4.0,96.0,471.06,0.05,20.57,22.9,9690.41,0.16,538.36,34.0,0.0,4.0,0.0,16.0,14.0,60.0,36.0,13.0,false
6880,36.0,4.0,4.0,3.0,79.0,395.0,0.06,15.5,25.48,6122.5,0.13,340.14,25.0,1.0,6.0,0.0,16.0,16.0,48.0,31.0,7.0,false
6881,18.0,1.0,1.0,1.0,12.0,33.69,0.53,1.88,17.97,63.17,0.01,3.51,4.0,10.0,2.0,0.0,3.0,4.0,7.0,5.0,1.0,false
6882,9.0,2.0,1.0,1.0,22.0,81.41,0.11,9.0,9.05,732.69,0.03,40.7,5.0,0.0,2.0,0.0,9.0,4.0,14.0,8.0,3.0,false
6883,8.0,1.0,1.0,1.0,24.0,79.73,0.12,8.17,9.76,651.1,0.03,36.17,5.0,0.0,0.0,0.0,7.0,3.0,17.0,7.0,1.0,false
6884,59.0,12.0,1.0,12.0,156.0,806.51,0.07,14.96,53.91,12065.36,0.27,670.3,53.0,0.0,2.0,0.0,11.0,25.0,88.0,68.0,23.0,false
6885,32.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,false
6886,32.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,false
6887,40.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,false
6888,7.0,2.0,1.0,2.0,8.0,22.46,0.5,2.0,11.23,44.92,0.01,2.5,5.0,0.0,0.0,0.0,4.0,3.0,5.0,3.0,3.0,false
6889,10.0,1.0,1.0,1.0,38.0,131.46,0.07,14.67,8.96,1928.06,0.04,107.11,7.0,0.0,0.0,0.0,8.0,3.0,27.0,11.0,1.0,false
6890,56.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,false
6891,78.0,10.0,7.0,6.0,242.0,1417.63,0.06,17.97,78.91,25467.91,0.47,1414.88,68.0,0.0,10.0,0.0,15.0,43.0,139.0,103.0,19.0,false
6892,18.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,false
6893,121.0,16.0,8.0,8.0,495.0,3529.0,0.04,26.28,134.27,92753.23,1.18,5152.96,97.0,9.0,13.0,2.0,27.0,113.0,275.0,220.0,31.0,false
6894,43.0,5.0,1.0,3.0,172.0,998.87,0.06,16.2,61.66,16181.61,0.33,898.98,36.0,0.0,7.0,0.0,16.0,40.0,91.0,81.0,9.0,false
6895,97.0,4.0,1.0,4.0,268.0,1463.13,0.05,21.94,66.7,32097.36,0.49,1783.19,53.0,20.0,22.0,0.0,12.0,32.0,151.0,117.0,7.0,false
6896,95.0,4.0,1.0,4.0,259.0,1405.4,0.05,21.87,64.26,30737.51,0.47,1707.64,52.0,19.0,21.0,0.0,12.0,31.0,146.0,113.0,7.0,false
6897,46.0,8.0,3.0,6.0,115.0,589.87,0.04,24.67,23.91,14550.07,0.2,808.34,35.0,3.0,5.0,0.0,20.0,15.0,81.0,37.0,12.0,false
6898,33.0,8.0,8.0,4.0,115.0,599.09,0.06,17.85,33.56,10693.71,0.2,594.09,22.0,4.0,3.0,0.0,17.0,20.0,79.0,42.0,15.0,false
6899,65.0,12.0,3.0,3.0,158.0,862.59,0.03,30.12,28.64,25980.4,0.29,1443.36,54.0,3.0,4.0,1.0,23.0,21.0,106.0,55.0,18.0,false
6900,65.0,3.0,1.0,3.0,204.0,1092.94,0.06,17.18,63.62,18775.16,0.36,1043.06,39.0,10.0,11.0,0.0,13.0,28.0,130.0,74.0,5.0,false
6901,17.0,3.0,1.0,3.0,29.0,116.0,0.23,4.28,27.12,496.22,0.04,27.57,11.0,0.0,2.0,2.0,7.0,9.0,18.0,11.0,5.0,false
6902,23.0,2.0,1.0,2.0,36.0,155.59,0.22,4.58,33.99,712.12,0.05,39.56,20.0,0.0,1.0,0.0,7.0,13.0,19.0,17.0,3.0,false
6903,16.0,2.0,1.0,2.0,35.0,153.73,0.24,4.25,36.17,653.36,0.05,36.3,13.0,0.0,1.0,0.0,7.0,14.0,18.0,17.0,3.0,false
6904,26.0,3.0,1.0,3.0,46.0,208.08,0.22,4.59,45.3,955.89,0.07,53.1,17.0,5.0,2.0,0.0,7.0,16.0,25.0,21.0,5.0,false
6905,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,false
6906,18.0,2.0,1.0,2.0,47.0,218.26,0.12,8.67,25.18,1891.6,0.07,105.09,9.0,0.0,6.0,0.0,13.0,12.0,31.0,16.0,3.0,false
6907,15.0,1.0,1.0,1.0,35.0,153.73,0.14,7.15,21.5,1099.18,0.05,61.07,6.0,0.0,6.0,0.0,11.0,10.0,22.0,13.0,1.0,false
6908,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,false
6909,11.0,2.0,1.0,2.0,20.0,71.7,0.17,6.0,11.95,430.2,0.02,23.9,7.0,0.0,2.0,0.0,8.0,4.0,14.0,6.0,3.0,false
6910,14.0,1.0,1.0,1.0,64.0,314.04,0.16,6.21,50.54,1951.54,0.1,108.42,8.0,0.0,3.0,0.0,9.0,21.0,35.0,29.0,1.0,false
6911,26.0,11.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,false
6912,87.0,13.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,false
6913,12.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,false
6914,46.0,9.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,false
6915,54.0,11.0,1.0,5.0,218.0,1210.9,0.05,21.21,57.09,25685.77,0.4,1426.99,35.0,6.0,10.0,1.0,14.0,33.0,118.0,100.0,21.0,false
6916,15.0,3.0,1.0,2.0,55.0,237.71,0.08,12.0,19.81,2852.47,0.08,158.47,12.0,0.0,1.0,0.0,10.0,10.0,31.0,24.0,5.0,false
6917,7.0,1.0,1.0,1.0,21.0,75.28,0.22,4.5,16.73,338.78,0.03,18.82,5.0,0.0,0.0,0.0,6.0,6.0,12.0,9.0,1.0,false
6918,12.0,2.0,1.0,2.0,22.0,78.87,0.18,5.5,14.34,433.78,0.03,24.1,8.0,0.0,2.0,0.0,6.0,6.0,11.0,11.0,3.0,false
6919,16.0,3.0,1.0,3.0,48.0,217.13,0.1,10.08,21.53,2189.4,0.07,121.63,12.0,0.0,2.0,0.0,11.0,12.0,26.0,22.0,5.0,false
6920,44.0,13.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,false
6921,44.0,4.0,1.0,3.0,81.0,405.0,0.06,18.13,22.33,7344.0,0.14,408.0,24.0,7.0,11.0,0.0,17.0,15.0,49.0,32.0,7.0,false
6922,12.0,2.0,1.0,2.0,27.0,108.0,0.11,9.17,11.78,990.0,0.04,55.0,9.0,0.0,1.0,0.0,10.0,6.0,16.0,11.0,3.0,false
6923,7.0,2.0,1.0,2.0,18.0,70.32,0.13,8.0,8.79,562.59,0.02,31.26,4.0,0.0,1.0,0.0,10.0,5.0,10.0,8.0,3.0,false
6924,8.0,2.0,1.0,2.0,22.0,88.0,0.1,9.9,8.89,871.2,0.03,48.4,4.0,0.0,2.0,0.0,11.0,5.0,13.0,9.0,3.0,false
6925,7.0,2.0,1.0,2.0,21.0,85.84,0.12,8.25,10.4,708.15,0.03,39.34,4.0,0.0,1.0,0.0,11.0,6.0,12.0,9.0,3.0,false
